BatchNum,Accuracy,Precision,Recall
217,0.99,0.98,1.0
218,1.0,1.0,1.0
219,1.0,1.0,1.0
220,1.0,1.0,1.0
221,1.0,1.0,1.0
222,0.99,0.9827586206896551,1.0
223,1.0,1.0,1.0
224,0.99,0.9824561403508771,1.0
225,0.97,0.9411764705882353,1.0
226,1.0,1.0,1.0
227,1.0,1.0,1.0
228,1.0,1.0,1.0
229,0.98,0.9666666666666667,1.0
230,1.0,1.0,1.0
231,1.0,1.0,1.0
232,0.99,0.9787234042553191,1.0
233,1.0,1.0,1.0
234,0.99,0.9807692307692307,1.0
235,0.99,0.9803921568627451,1.0
236,0.98,0.9655172413793104,1.0
237,1.0,1.0,1.0
238,1.0,1.0,1.0
239,1.0,1.0,1.0
240,0.99,0.9795918367346939,1.0
241,0.99,0.9824561403508771,1.0
242,1.0,1.0,1.0
243,0.99,0.9807692307692307,1.0
244,1.0,1.0,1.0
245,0.99,0.9807692307692307,1.0
246,0.99,0.9827586206896551,1.0
247,1.0,1.0,1.0
248,1.0,1.0,1.0
249,1.0,1.0,1.0
250,1.0,1.0,1.0
251,1.0,1.0,1.0
252,0.98,0.9545454545454546,1.0
253,0.99,0.9838709677419355,1.0
254,1.0,1.0,1.0
255,1.0,1.0,1.0
256,1.0,1.0,1.0
257,1.0,1.0,1.0
258,0.99,0.9818181818181818,1.0
259,1.0,1.0,1.0
260,1.0,1.0,1.0
261,1.0,1.0,1.0
262,0.99,0.9795918367346939,1.0
263,1.0,1.0,1.0
264,1.0,1.0,1.0
265,1.0,1.0,1.0
266,0.98,0.9591836734693877,1.0
267,1.0,1.0,1.0
268,1.0,1.0,1.0
269,0.99,0.9833333333333333,1.0
270,0.98,0.9615384615384616,1.0
271,1.0,1.0,1.0
272,1.0,1.0,1.0
273,1.0,1.0,1.0
274,0.99,0.9824561403508771,1.0
275,1.0,1.0,1.0
276,1.0,1.0,1.0
277,1.0,1.0,1.0
278,0.99,0.9824561403508771,1.0
279,1.0,1.0,1.0
280,1.0,1.0,1.0
281,1.0,1.0,1.0
282,0.99,0.98,1.0
283,0.98,0.9622641509433962,1.0
284,1.0,1.0,1.0
285,1.0,1.0,1.0
286,1.0,1.0,1.0
287,0.99,0.9838709677419355,1.0
288,0.98,0.9534883720930233,1.0
289,1.0,1.0,1.0
290,1.0,1.0,1.0
291,1.0,1.0,1.0
292,1.0,1.0,1.0
293,0.99,0.9803921568627451,1.0
294,1.0,1.0,1.0
295,1.0,1.0,1.0
296,0.99,0.9782608695652174,1.0
297,1.0,1.0,1.0
298,1.0,1.0,1.0
299,1.0,1.0,1.0
300,0.99,0.9791666666666666,1.0
301,1.0,1.0,1.0
302,1.0,1.0,1.0
