batchNum,accuracy_spam_1,precision_spam_1,recall_spam_1,accuracy_spam_0,precision_spam_0,recall_spam_0
123,0.82,0.9245283018867925,0.7777777777777778,0.18,0.07547169811320754,0.10810810810810811
124,0.89,0.9210526315789473,0.813953488372093,0.11,0.07894736842105263,0.05263157894736842
125,0.91,0.9761904761904762,0.8367346938775511,0.09,0.023809523809523808,0.0196078431372549
126,0.81,0.9655172413793104,0.6086956521739131,0.19,0.034482758620689655,0.018518518518518517
127,0.84,0.925,0.74,0.16,0.075,0.06
128,0.88,0.9555555555555556,0.8113207547169812,0.12,0.044444444444444446,0.0425531914893617
129,0.85,0.8888888888888888,0.7441860465116279,0.15,0.1111111111111111,0.07017543859649122
130,0.82,0.9111111111111111,0.7454545454545455,0.18,0.08888888888888889,0.08888888888888889
131,0.78,0.875,0.6730769230769231,0.22,0.125,0.10416666666666667
132,0.86,1.0,0.7407407407407407,0.14,0.0,0.0
133,0.8,0.825,0.717391304347826,0.2,0.175,0.12962962962962962
134,0.82,0.925,0.7115384615384616,0.18,0.075,0.0625
135,0.83,0.9473684210526315,0.7058823529411765,0.17,0.05263157894736842,0.04081632653061224
136,0.89,1.0,0.8,0.11,0.0,0.0
137,0.81,0.9230769230769231,0.6923076923076923,0.19,0.07692307692307693,0.0625
138,0.89,0.8888888888888888,0.8695652173913043,0.11,0.1111111111111111,0.09259259259259259
139,0.85,0.9318181818181818,0.7735849056603774,0.15,0.06818181818181818,0.06382978723404255
140,0.82,1.0,0.64,0.18,0.0,0.0
141,0.83,0.9767441860465116,0.7241379310344828,0.17,0.023255813953488372,0.023809523809523808
142,0.79,0.8571428571428571,0.6521739130434783,0.21,0.14285714285714285,0.09259259259259259
143,0.78,0.9523809523809523,0.6666666666666666,0.22,0.047619047619047616,0.05
144,0.88,0.9473684210526315,0.782608695652174,0.12,0.05263157894736842,0.037037037037037035
145,0.79,0.9047619047619048,0.6909090909090909,0.21,0.09523809523809523,0.08888888888888889
146,0.82,0.9523809523809523,0.7142857142857143,0.18,0.047619047619047616,0.045454545454545456
147,0.74,0.9090909090909091,0.5660377358490566,0.26,0.09090909090909091,0.06382978723404255
148,0.81,0.975,0.6842105263157895,0.19,0.025,0.023255813953488372
149,0.79,0.9,0.6792452830188679,0.21,0.1,0.0851063829787234
150,0.81,0.9714285714285714,0.6538461538461539,0.19,0.02857142857142857,0.020833333333333332
151,0.82,0.9565217391304348,0.7333333333333333,0.18,0.043478260869565216,0.05
152,0.9,0.975609756097561,0.8163265306122449,0.1,0.024390243902439025,0.0196078431372549
153,0.83,0.9512195121951219,0.7222222222222222,0.17,0.04878048780487805,0.043478260869565216
154,0.86,0.972972972972973,0.7346938775510204,0.14,0.02702702702702703,0.0196078431372549
155,0.89,0.9347826086956522,0.8431372549019608,0.11,0.06521739130434782,0.061224489795918366
156,0.87,0.9411764705882353,0.7441860465116279,0.13,0.058823529411764705,0.03508771929824561
157,0.84,0.9130434782608695,0.7777777777777778,0.16,0.08695652173913043,0.08695652173913043
158,0.8,0.8857142857142857,0.6595744680851063,0.2,0.11428571428571428,0.07547169811320754
159,0.82,1.0,0.6842105263157895,0.18,0.0,0.0
160,0.91,0.975609756097561,0.8333333333333334,0.09,0.024390243902439025,0.019230769230769232
161,0.87,1.0,0.7346938775510204,0.13,0.0,0.0
162,0.88,0.9722222222222222,0.7608695652173914,0.12,0.027777777777777776,0.018518518518518517
163,0.92,1.0,0.8518518518518519,0.08,0.0,0.0
164,0.86,1.0,0.7021276595744681,0.14,0.0,0.0
165,0.82,0.9705882352941176,0.66,0.18,0.029411764705882353,0.02
166,0.82,0.9428571428571428,0.673469387755102,0.18,0.05714285714285714,0.0392156862745098
167,0.82,1.0,0.6470588235294118,0.18,0.0,0.0
168,0.86,0.9285714285714286,0.78,0.14,0.07142857142857142,0.06
169,0.86,1.0,0.7704918032786885,0.14,0.0,0.0
170,0.85,0.9487179487179487,0.74,0.15,0.05128205128205128,0.04
171,0.86,1.0,0.7254901960784313,0.14,0.0,0.0
172,0.87,0.9743589743589743,0.76,0.13,0.02564102564102564,0.02
173,0.83,0.8780487804878049,0.75,0.17,0.12195121951219512,0.09615384615384616
174,0.86,0.9761904761904762,0.7592592592592593,0.14,0.023809523809523808,0.021739130434782608
175,0.87,0.9487179487179487,0.7708333333333334,0.13,0.05128205128205128,0.038461538461538464
176,0.83,0.9622641509433962,0.7727272727272727,0.17,0.03773584905660377,0.058823529411764705
177,0.81,0.972972972972973,0.6666666666666666,0.19,0.02702702702702703,0.021739130434782608
178,0.8,0.825,0.717391304347826,0.2,0.175,0.12962962962962962
179,0.88,1.0,0.7333333333333333,0.12,0.0,0.0
180,0.85,0.9534883720930233,0.7592592592592593,0.15,0.046511627906976744,0.043478260869565216
181,0.84,0.9024390243902439,0.7551020408163265,0.16,0.0975609756097561,0.0784313725490196
182,0.81,1.0,0.6274509803921569,0.19,0.0,0.0
183,0.87,0.9555555555555556,0.7962962962962963,0.13,0.044444444444444446,0.043478260869565216
184,0.84,1.0,0.6363636363636364,0.16,0.0,0.0
185,0.94,0.975,0.8863636363636364,0.06,0.025,0.017857142857142856
186,0.82,0.9574468085106383,0.7377049180327869,0.18,0.0425531914893617,0.05128205128205128
187,0.81,0.9210526315789473,0.6862745098039216,0.19,0.07894736842105263,0.061224489795918366
188,0.87,1.0,0.75,0.13,0.0,0.0
189,0.86,0.8863636363636364,0.8125,0.14,0.11363636363636363,0.09615384615384616
190,0.87,1.0,0.7450980392156863,0.13,0.0,0.0
191,0.88,0.9487179487179487,0.7872340425531915,0.12,0.05128205128205128,0.03773584905660377
192,0.95,0.9767441860465116,0.9130434782608695,0.05,0.023255813953488372,0.018518518518518517
193,0.8,0.85,0.7083333333333334,0.2,0.15,0.11538461538461539
194,0.85,0.9459459459459459,0.7291666666666666,0.15,0.05405405405405406,0.038461538461538464
195,0.82,1.0,0.7272727272727273,0.18,0.0,0.0
196,0.89,0.9024390243902439,0.8409090909090909,0.11,0.0975609756097561,0.07142857142857142
197,0.79,0.9210526315789473,0.660377358490566,0.21,0.07894736842105263,0.06382978723404255
198,0.88,0.926829268292683,0.8085106382978723,0.12,0.07317073170731707,0.05660377358490566
199,0.79,0.918918918918919,0.6538461538461539,0.21,0.08108108108108109,0.0625
200,0.87,0.918918918918919,0.7727272727272727,0.13,0.08108108108108109,0.05357142857142857
201,0.85,0.9777777777777777,0.7586206896551724,0.15,0.022222222222222223,0.023809523809523808
202,0.88,0.9090909090909091,0.8333333333333334,0.12,0.09090909090909091,0.07692307692307693
203,0.87,0.9090909090909091,0.8163265306122449,0.13,0.09090909090909091,0.0784313725490196
204,0.78,0.95,0.6551724137931034,0.22,0.05,0.047619047619047616
205,0.85,0.9565217391304348,0.7719298245614035,0.15,0.043478260869565216,0.046511627906976744
206,0.86,1.0,0.7407407407407407,0.14,0.0,0.0
207,0.76,0.9024390243902439,0.6491228070175439,0.24,0.0975609756097561,0.09302325581395349
208,0.87,0.9444444444444444,0.7555555555555555,0.13,0.05555555555555555,0.03636363636363636
209,0.89,0.9428571428571428,0.7857142857142857,0.11,0.05714285714285714,0.034482758620689655
210,0.77,0.896551724137931,0.5652173913043478,0.23,0.10344827586206896,0.05555555555555555
211,0.88,0.9767441860465116,0.7924528301886793,0.12,0.023255813953488372,0.02127659574468085
212,0.79,0.8837209302325582,0.7037037037037037,0.21,0.11627906976744186,0.10869565217391304
213,0.89,0.8974358974358975,0.8333333333333334,0.11,0.10256410256410256,0.06896551724137931
214,0.9,0.9743589743589743,0.8085106382978723,0.1,0.02564102564102564,0.018867924528301886
215,0.87,0.9722222222222222,0.7446808510638298,0.13,0.027777777777777776,0.018867924528301886
216,0.85,0.926829268292683,0.76,0.15,0.07317073170731707,0.06
217,0.84,1.0,0.6666666666666666,0.16,0.0,0.0
218,0.82,0.8780487804878049,0.7346938775510204,0.18,0.12195121951219512,0.09803921568627451
219,0.84,0.9210526315789473,0.7291666666666666,0.16,0.07894736842105263,0.057692307692307696
220,0.88,0.9545454545454546,0.8076923076923077,0.12,0.045454545454545456,0.041666666666666664
221,0.78,0.9090909090909091,0.6896551724137931,0.22,0.09090909090909091,0.09523809523809523
222,0.84,0.9767441860465116,0.7368421052631579,0.16,0.023255813953488372,0.023255813953488372
223,0.8,0.9302325581395349,0.7017543859649122,0.2,0.06976744186046512,0.06976744186046512
224,0.87,0.975609756097561,0.7692307692307693,0.13,0.024390243902439025,0.020833333333333332
225,0.83,0.975609756097561,0.7142857142857143,0.17,0.024390243902439025,0.022727272727272728
226,0.88,0.9090909090909091,0.8333333333333334,0.12,0.09090909090909091,0.07692307692307693
227,0.84,1.0,0.7142857142857143,0.16,0.0,0.0
228,0.86,0.96875,0.7045454545454546,0.14,0.03125,0.017857142857142856
229,0.92,1.0,0.8431372549019608,0.08,0.0,0.0
230,0.78,0.86,0.7413793103448276,0.22,0.14,0.16666666666666666
231,0.87,0.9787234042553191,0.7931034482758621,0.13,0.02127659574468085,0.023809523809523808
232,0.9,1.0,0.8,0.1,0.0,0.0
233,0.89,0.9487179487179487,0.8043478260869565,0.11,0.05128205128205128,0.037037037037037035
234,0.89,0.9767441860465116,0.8076923076923077,0.11,0.023255813953488372,0.020833333333333332
235,0.8,0.9428571428571428,0.6470588235294118,0.2,0.05714285714285714,0.04081632653061224
236,0.88,1.0,0.76,0.12,0.0,0.0
237,0.76,0.8809523809523809,0.6607142857142857,0.24,0.11904761904761904,0.11363636363636363
238,0.81,1.0,0.6779661016949152,0.19,0.0,0.0
239,0.81,0.96875,0.6326530612244898,0.19,0.03125,0.0196078431372549
240,0.8,0.9714285714285714,0.6415094339622641,0.2,0.02857142857142857,0.02127659574468085
241,0.85,0.9024390243902439,0.7708333333333334,0.15,0.0975609756097561,0.07692307692307693
242,0.79,0.972972972972973,0.6428571428571429,0.21,0.02702702702702703,0.022727272727272728
243,0.77,0.8846153846153846,0.5348837209302325,0.23,0.11538461538461539,0.05263157894736842
244,0.85,0.9285714285714286,0.7647058823529411,0.15,0.07142857142857142,0.061224489795918366
245,0.87,0.926829268292683,0.7916666666666666,0.13,0.07317073170731707,0.057692307692307696
246,0.79,0.9411764705882353,0.6274509803921569,0.21,0.058823529411764705,0.04081632653061224
247,0.82,0.9534883720930233,0.7192982456140351,0.18,0.046511627906976744,0.046511627906976744
248,0.87,1.0,0.75,0.13,0.0,0.0
249,0.83,0.9555555555555556,0.7413793103448276,0.17,0.044444444444444446,0.047619047619047616
250,0.91,0.9791666666666666,0.8545454545454545,0.09,0.020833333333333332,0.022222222222222223
251,0.85,0.9722222222222222,0.7142857142857143,0.15,0.027777777777777776,0.0196078431372549
252,0.86,0.9487179487179487,0.7551020408163265,0.14,0.05128205128205128,0.0392156862745098
253,0.87,0.9393939393939394,0.7380952380952381,0.13,0.06060606060606061,0.034482758620689655
254,0.85,0.9423076923076923,0.8032786885245902,0.15,0.057692307692307696,0.07692307692307693
255,0.93,0.9459459459459459,0.875,0.07,0.05405405405405406,0.03333333333333333
256,0.91,0.9722222222222222,0.813953488372093,0.09,0.027777777777777776,0.017543859649122806
257,0.82,0.9696969696969697,0.6530612244897959,0.18,0.030303030303030304,0.0196078431372549
258,0.89,0.918918918918919,0.8095238095238095,0.11,0.08108108108108109,0.05172413793103448
259,0.76,0.9166666666666666,0.6111111111111112,0.24,0.08333333333333333,0.06521739130434782
260,0.82,0.918918918918919,0.6938775510204082,0.18,0.08108108108108109,0.058823529411764705
261,0.87,0.9130434782608695,0.8235294117647058,0.13,0.08695652173913043,0.08163265306122448
262,0.85,0.95,0.7450980392156863,0.15,0.05,0.04081632653061224
263,0.9,0.9523809523809523,0.8333333333333334,0.1,0.047619047619047616,0.038461538461538464
264,0.87,0.9090909090909091,0.8163265306122449,0.13,0.09090909090909091,0.0784313725490196
265,0.86,0.9444444444444444,0.7391304347826086,0.14,0.05555555555555555,0.037037037037037035
266,0.84,1.0,0.7037037037037037,0.16,0.0,0.0
267,0.78,0.8571428571428571,0.6382978723404256,0.22,0.14285714285714285,0.09433962264150944
268,0.85,0.9787234042553191,0.7666666666666667,0.15,0.02127659574468085,0.025
269,0.84,0.9743589743589743,0.7169811320754716,0.16,0.02564102564102564,0.02127659574468085
270,0.88,0.9795918367346939,0.8135593220338984,0.12,0.02040816326530612,0.024390243902439025
271,0.87,0.9111111111111111,0.82,0.13,0.08888888888888889,0.08
272,0.9,0.9777777777777777,0.8301886792452831,0.1,0.022222222222222223,0.02127659574468085
273,0.81,0.9473684210526315,0.6792452830188679,0.19,0.05263157894736842,0.0425531914893617
274,0.89,0.95,0.8085106382978723,0.11,0.05,0.03773584905660377
275,0.81,0.9302325581395349,0.7142857142857143,0.19,0.06976744186046512,0.06818181818181818
276,0.77,0.9375,0.5882352941176471,0.23,0.0625,0.04081632653061224
277,0.84,0.9565217391304348,0.7586206896551724,0.16,0.043478260869565216,0.047619047619047616
278,0.82,0.9722222222222222,0.6730769230769231,0.18,0.027777777777777776,0.020833333333333332
279,0.86,1.0,0.75,0.14,0.0,0.0
280,0.79,0.9,0.6,0.21,0.1,0.05454545454545454
281,0.91,0.9555555555555556,0.86,0.09,0.044444444444444446,0.04
282,0.86,0.972972972972973,0.7346938775510204,0.14,0.02702702702702703,0.0196078431372549
283,0.86,1.0,0.7142857142857143,0.14,0.0,0.0
284,0.82,0.9714285714285714,0.6666666666666666,0.18,0.02857142857142857,0.02040816326530612
285,0.87,1.0,0.7592592592592593,0.13,0.0,0.0
286,0.81,0.9705882352941176,0.6470588235294118,0.19,0.029411764705882353,0.02040816326530612
287,0.85,0.9743589743589743,0.7307692307692307,0.15,0.02564102564102564,0.020833333333333332
288,0.81,0.9375,0.7377049180327869,0.19,0.0625,0.07692307692307693
289,0.85,0.8421052631578947,0.7804878048780488,0.15,0.15789473684210525,0.1016949152542373
290,0.86,0.918918918918919,0.7555555555555555,0.14,0.08108108108108109,0.05454545454545454
291,0.85,0.9347826086956522,0.7818181818181819,0.15,0.06521739130434782,0.06666666666666667
292,0.88,1.0,0.7391304347826086,0.12,0.0,0.0
293,0.84,0.9361702127659575,0.7719298245614035,0.16,0.06382978723404255,0.06976744186046512
294,0.85,0.8888888888888888,0.8,0.15,0.1111111111111111,0.1
295,0.86,0.9444444444444444,0.7391304347826086,0.14,0.05555555555555555,0.037037037037037035
296,0.87,0.9629629629629629,0.6842105263157895,0.13,0.037037037037037035,0.016129032258064516
297,0.89,0.9722222222222222,0.7777777777777778,0.11,0.027777777777777776,0.01818181818181818
298,0.86,0.9705882352941176,0.717391304347826,0.14,0.029411764705882353,0.018518518518518517
299,0.84,1.0,0.6595744680851063,0.16,0.0,0.0
300,0.84,0.9302325581395349,0.7547169811320755,0.16,0.06976744186046512,0.06382978723404255
301,0.89,0.9090909090909091,0.851063829787234,0.11,0.09090909090909091,0.07547169811320754
302,0.85,0.9523809523809523,0.7547169811320755,0.15,0.047619047619047616,0.0425531914893617
303,0.82,1.0,0.6326530612244898,0.18,0.0,0.0
