BatchNum,Accuracy,Precision,Recall
179,1.0,1.0,1.0
180,1.0,1.0,1.0
181,1.0,1.0,1.0
182,1.0,1.0,1.0
183,1.0,1.0,1.0
184,1.0,1.0,1.0
185,1.0,1.0,1.0
186,1.0,1.0,1.0
187,1.0,1.0,1.0
188,0.99,0.9795918367346939,1.0
189,0.99,0.9807692307692307,1.0
190,0.99,0.9791666666666666,1.0
191,0.99,0.9787234042553191,1.0
192,1.0,1.0,1.0
193,1.0,1.0,1.0
194,1.0,1.0,1.0
195,0.99,0.9777777777777777,1.0
196,0.99,0.9814814814814815,1.0
197,0.98,0.9591836734693877,1.0
198,0.99,0.9811320754716981,1.0
199,1.0,1.0,1.0
200,1.0,1.0,1.0
201,0.98,0.96,1.0
202,1.0,1.0,1.0
203,1.0,1.0,1.0
204,0.99,0.9827586206896551,1.0
205,0.99,0.9818181818181818,1.0
206,1.0,1.0,1.0
207,0.99,0.9782608695652174,1.0
208,0.99,0.9767441860465116,1.0
209,0.99,0.9787234042553191,1.0
210,0.99,0.9814814814814815,1.0
211,0.99,0.9818181818181818,1.0
212,0.98,0.9545454545454546,1.0
213,0.99,0.9791666666666666,1.0
214,1.0,1.0,1.0
215,1.0,1.0,1.0
216,1.0,1.0,1.0
217,0.99,0.98,1.0
218,1.0,1.0,1.0
219,1.0,1.0,1.0
220,0.99,0.9830508474576272,1.0
221,1.0,1.0,1.0
222,0.98,0.9661016949152542,1.0
223,1.0,1.0,1.0
224,0.99,0.9824561403508771,1.0
225,0.99,0.9795918367346939,1.0
226,1.0,1.0,1.0
227,1.0,1.0,1.0
228,0.99,0.9807692307692307,1.0
229,1.0,1.0,1.0
230,1.0,1.0,1.0
231,1.0,1.0,1.0
232,1.0,1.0,1.0
233,1.0,1.0,1.0
234,1.0,1.0,1.0
235,1.0,1.0,1.0
236,0.98,0.9655172413793104,1.0
237,1.0,1.0,1.0
238,1.0,1.0,1.0
239,1.0,1.0,1.0
240,0.99,0.9795918367346939,1.0
241,0.99,0.9824561403508771,1.0
242,0.99,0.9772727272727273,1.0
243,1.0,1.0,1.0
244,1.0,1.0,1.0
245,1.0,1.0,1.0
246,1.0,1.0,1.0
247,1.0,1.0,1.0
248,1.0,1.0,1.0
